name,code1,code2,code3,code4,code5,code6,code7,code8,code9,code10,code11,code12,code13,code14,code15,code16,code17,code18,code19,code20,code21
"Dhua mogu dail (A.)", B010,,,,,,,,,,,,,,,,,,,,
"Dhudul (B.)", D077, D078,,,,,,,,,,,,,,,,,,,
"Dhunduli (A.)", D070, D071, D072,,,,,,,,,,,,,,,,,,
"Dieng sajana (Kh.)", D046,,,,,,,,,,,,,,,,,,,,
"Dieng seleri (Kh.)", D037,,,,,,,,,,,,,,,,,,,,
"Dilpasand (Kan.)", D077, D078,,,,,,,,,,,,,,,,,,,
"Dimiri (O.)", E020,,,,,,,,,,,,,,,,,,,,
"Dimoru (A.)", E020,,,,,,,,,,,,,,,,,,,,
"Dioscorea strydomiana (Sci.)", F018,,,,,,,,,,,,,,,,,,,,
"Dioscorea villosa (Sci.)", F019,,,,,,,,,,,,,,,,,,,,
"Dodka (Mar.)", D068, D069,,,,,,,,,,,,,,,,,,,
"Dolicus biflorus (Sci.)", B012,,,,,,,,,,,,,,,,,,,,
"Donda kaya (Tel.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Donnmena - sinakayi (Kan.)", D033, D034, D035,,,,,,,,,,,,,,,,,,
"Doodh (Kash.)", L001, L002,,,,,,,,,,,,,,,,,,,
"Doodh/Maish (Mar.)", L001,,,,,,,,,,,,,,,,,,,,
"Doodh/garu (B.)", L002,,,,,,,,,,,,,,,,,,,,
"Doodh/gay (Mar.)", L002,,,,,,,,,,,,,,,,,,,,
"Dosa kaya (Tel.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Draakssaa (S.)", E022,E023,E024,E025,E026,E027,,,,,,,,,,,,,,,
"Draksha (Mar.)", E026,,,,,,,,,,,,,,,,,,,,
"Draksha (G.)", E025, E026,,,,,,,,,,,,,,,,,,,
"Draksha (Kan.,Mar.)", E022,E023,E024,E025,E026,E027,,,,,,,,,,,,,,,
"Draksha padu (Tel.)", E022,E023,E024,E025,E026,E027,,,,,,,,,,,,,,,
"Drashi (Kan.)", E057, E058,,,,,,,,,,,,,,,,,,,
"Dratchai (Tam.)", E023,E024,E025,E026,E027,,,,,,,,,,,,,,,,
"Drepane punctata (Sci.)", P081,,,,,,,,,,,,,,,,,,,,
"Drumstick (Common)", D046,,,,,,,,,,,,,,,,,,,,
"Drumstick, leaves (Common)", C019,,,,,,,,,,,,,,,,,,,,
"Duck (Common)", N011,,,,,,,,,,,,,,,,,,,,
"Dud masi (Kh.)", L002,,,,,,,,,,,,,,,,,,,,
"Dud muid (Kh.)", L001,,,,,,,,,,,,,,,,,,,,
"Dudde (Kon.)", D059,,,,,,,,,,,,,,,,,,,,
"Dudha/Mosher (B.)", L001,,,,,,,,,,,,,,,,,,,,
"Dudhi (G.)", D007, D008, D009,,,,,,,,,,,,,,,,,,
"Dumura (B.)", E020,,,,,,,,,,,,,,,,,,,,
"Dunglina dakkadi/Onion dakkadi (G.)", D058,,,,,,,,,,,,,,,,,,,,
"Dungri/nani (G.)", G018,,,,,,,,,,,,,,,,,,,,
"Durdakandagadda (Tel.)", F018,,,,,,,,,,,,,,,,,,,,
"Eerulli (Kan.)", G017,,,,,,,,,,,,,,,,,,,,
"Eethapazham (Mal.)", E017, E018, E019,,,,,,,,,,,,,,,,,,
"Egg, country hen (Common)", M008, M009, M010,,,,,,,,,,,,,,,,,,
"Egg, duck (Common)", M011, M012, M013,,,,,,,,,,,,,,,,,,
"Egg, poultry (Common)", M001,M002,M003,M004,M005,M006,M007,,,,,,,,,,,,,,
"Egg, quial (Common)", M014, M015,,,,,,,,,,,,,,,,,,,
"Eggs, Cat fish (Common)", P092,,,,,,,,,,,,,,,,,,,,
"Ek koya Rashun (B.)", G013,,,,,,,,,,,,,,,,,,,,
"Ela (S.)", G020, G021,,,,,,,,,,,,,,,,,,,
"Elach (B.)", G020,,,,,,,,,,,,,,,,,,,,
"Elagatis bipinnulata (Sci.)", P012,,,,,,,,,,,,,,,,,,,,
"Elaichi (Kh.,M.,U.)", G020, G021,,,,,,,,,,,,,,,,,,,
"Elaishi (Kh.)", G020,,,,,,,,,,,,,,,,,,,,
"Elakkai (Mal.,Tam.,Tel.)", G020, G021,,,,,,,,,,,,,,,,,,,
"Elanth pazham (Mal.)", E068,,,,,,,,,,,,,,,,,,,,
"Elanthai pazham (Tam.)", E068,,,,,,,,,,,,,,,,,,,,
"Elathari (Mal.)", G021,,,,,,,,,,,,,,,,,,,,
"Elaychi (H.)", G020,,,,,,,,,,,,,,,,,,,,
"Eleocharis dulcis (Sci.)", F016,,,,,,,,,,,,,,,,,,,,
"Elettaria cardamomum (Sci.)", G020, G021,,,,,,,,,,,,,,,,,,,
"Eleusine coracana (Sci.)", A010,,,,,,,,,,,,,,,,,,,,
"Ellu (Mal.,Tam.)", H009, H010, H011,,,,,,,,,,,,,,,,,,
"Elops machnata (Sci.)", P001,,,,,,,,,,,,,,,,,,,,
"Emblica officinalis (Sci.)", E021,,,,,,,,,,,,,,,,,,,,
"Emu (Common)", N012,,,,,,,,,,,,,,,,,,,,
"Endu draksha (Tel.)", E057, E058,,,,,,,,,,,,,,,,,,,
"Endu Kobbari (Tel.)", H006,,,,,,,,,,,,,,,,,,,,
"Epinephelus chlorostigma (Sci.)", P062,,,,,,,,,,,,,,,,,,,,
"Epinephelus coioides (Sci.)", P023,,,,,,,,,,,,,,,,,,,,
"Epinephelus diacanthus (Sci.)", P015,,,,,,,,,,,,,,,,,,,,
"Epinephelus sp. (Sci.)", P042,,,,,,,,,,,,,,,,,,,,
"Eri meen (Common)", P014,,,,,,,,,,,,,,,,,,,,
"Eroi Sanghom (M.)", L001,,,,,,,,,,,,,,,,,,,,
"Erulli soppu (Kan.)", D058,,,,,,,,,,,,,,,,,,,,
"Erumaipal (Tam.)", L001,,,,,,,,,,,,,,,,,,,,
"Etroplus suratensis (Sci.)", P026,,,,,,,,,,,,,,,,,,,,
"Euthynnus affinis (Sci.)", P084,,,,,,,,,,,,,,,,,,,,
"Fadhighom Mana (M.)", G009,,,,,,,,,,,,,,,,,,,,
"Fadhighom Maru (M.)", G024,,,,,,,,,,,,,,,,,,,,
"Fafda papdi (G.)", D032,,,,,,,,,,,,,,,,,,,,
"Falsa (B.,G.,H.,Mar.,P.,U.)", E052,,,,,,,,,,,,,,,,,,,,
"Falsa pandu (Tel.)", E052,,,,,,,,,,,,,,,,,,,,
"Fansi (G.)", D049, D050,,,,,,,,,,,,,,,,,,,
"Faram (Kash.)", F004,,,,,,,,,,,,,,,,,,,,
"Farsi (N.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Fenugreek leaves (Common)", C020,,,,,,,,,,,,,,,,,,,,
"Fenugreek seeds (Common)", G026,,,,,,,,,,,,,,,,,,,,
"Ferula assa -foetida (Sci.)", G019,,,,,,,,,,,,,,,,,,,,
"Ficus carica (Sci.)", E020,,,,,,,,,,,,,,,,,,,,
"Field bean, black (Common)", B007,,,,,,,,,,,,,,,,,,,,
"Field bean, brown (Common)", B008,,,,,,,,,,,,,,,,,,,,
"Field bean, white (Common)", B009,,,,,,,,,,,,,,,,,,,,
"Field beans, tender, broad (Common)", D047,,,,,,,,,,,,,,,,,,,,
"Field beans, tender, Lean (Common)", D048,,,,,,,,,,,,,,,,,,,,
"Figs (Common)", E020,,,,,,,,,,,,,,,,,,,,
"Fragaria ananassa (Sci.)", E063,,,,,,,,,,,,,,,,,,,,
"Fras bean (P.)", D049, D050,,,,,,,,,,,,,,,,,,,
"French bean (A.)", D049, D050,,,,,,,,,,,,,,,,,,,
"French beans, country (Common)", D049,,,,,,,,,,,,,,,,,,,,
"French beans, hybrid (Common)", D050,,,,,,,,,,,,,,,,,,,,
"Freshwater Eel (Common)", S003,,,,,,,,,,,,,,,,,,,,
"Fulawar (G.)", D036,,,,,,,,,,,,,,,,,,,,
"Fulawar na pan (G.)", C017,,,,,,,,,,,,,,,,,,,,
"Gaan da doodh (P.)", L002,,,,,,,,,,,,,,,,,,,,
"Gahama (O.)", A020,,,,,,,,,,,,,,,,,,,,
"Gahama atta (O.)", A019,,,,,,,,,,,,,,,,,,,,
"Gahu rava (Mar.)", A022,,,,,,,,,,,,,,,,,,,,
"Gai dudha (O.)", L002,,,,,,,,,,,,,,,,,,,,
"Gai ka doodh (H.)", L002,,,,,,,,,,,,,,,,,,,,
"Gai nu dhudh (G.)", L002,,,,,,,,,,,,,,,,,,,,
"Gaja nimbe (Kan.)", E034,,,,,,,,,,,,,,,,,,,,
"Gaja nimma pandu (Tel.)", E034,,,,,,,,,,,,,,,,,,,,
"Gajar (B.,G.,H.,M., Mar.,N.,P.,U.)", F002, F003,,,,,,,,,,,,,,,,,,,
"Galeocerdo cuvier (Sci.)", P090,,,,,,,,,,,,,,,,,,,,
"Gandha (Kash.)", G017,,,,,,,,,,,,,,,,,,,,
"Gandhe (P.)", G017, G018,,,,,,,,,,,,,,,,,,,
"Gandhela (H.,Mar.)", G010,,,,,,,,,,,,,,,,,,,,
"Ganga imli Jangal jalebi (H.)", E044,,,,,,,,,,,,,,,,,,,,
"Ganne rus (Kash.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Ganne -da-ras (P.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Ganne -ka-ras (H.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Ganne -ke-ras (U.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Ganth gobi (P.)", D053,,,,,,,,,,,,,,,,,,,,
"Ganth gobi ka sag (H.)", C024,,,,,,,,,,,,,,,,,,,,
"Ganth gobi sag (P.)", C024,,,,,,,,,,,,,,,,,,,,
"Ganuhaar (Kash.)", A016,,,,,,,,,,,,,,,,,,,,
"Garcinia mangostana (Sci.)", E043,,,,,,,,,,,,,,,,,,,,
"Garden cress (Common)", C021,,,,,,,,,,,,,,,,,,,,
"Garden cress, seeds (Common)", H008,,,,,,,,,,,,,,,,,,,,
"Garikalai (B.)", B024, B025,,,,,,,,,,,,,,,,,,,
"Garlic, big cloves (Common)", G011,,,,,,,,,,,,,,,,,,,,
"Garlic, single clove, (Kash.)", G013,,,,,,,,,,,,,,,,,,,,
"Garlic, small cloves (Common)", G012,,,,,,,,,,,,,,,,,,,,
"Garoor gakhir (A.)", L002,,,,,,,,,,,,,,,,,,,,
"Gasagasalu (Tel.)", G032,,,,,,,,,,,,,,,,,,,,
"Gath kobi na pan (G.)", C024,,,,,,,,,,,,,,,,,,,,
"Gau (N.)", A020,,,,,,,,,,,,,,,,,,,,
"Gau ko pitho (N.)", A021,,,,,,,,,,,,,,,,,,,,
"Gaur -ki-phalli (H.)", D039,,,,,,,,,,,,,,,,,,,,
"Gauva, pink flesh (Common)", E029,,,,,,,,,,,,,,,,,,,,
"Gavar ki palli (U.)", D039,,,,,,,,,,,,,,,,,,,,
"Gedde kosu (Kan.)", C024,,,,,,,,,,,,,,,,,,,,
"Gedha Barre palu (Tel.)", L001,,,,,,,,,,,,,,,,,,,,
"Gehu (Mar.)", A020,,,,,,,,,,,,,,,,,,,,
"Gehun (H.,U.)", A020,,,,,,,,,,,,,,,,,,,,
"Gehun suji (H.)", A022,,,,,,,,,,,,,,,,,,,,
"Genasu (Kan.)", F013, F014,,,,,,,,,,,,,,,,,,,
"Gerres sp. (Sci.)", P058,,,,,,,,,,,,,,,,,,,,
"Geru (Kan.)", H005,,,,,,,,,,,,,,,,,,,,
"Ghahzir (Kash.)", F002, F003,,,,,,,,,,,,,,,,,,,
"Ghaum soji (G.)", A022,,,,,,,,,,,,,,,,,,,,
"Ghaun (G.)", A020,,,,,,,,,,,,,,,,,,,,
"Ghaun ni sev (G.)", A023,,,,,,,,,,,,,,,,,,,,
"Ghaun ni Shekeli sev (G.)", A024,,,,,,,,,,,,,,,,,,,,
"Ghehu (A.,M.)", A020,,,,,,,,,,,,,,,,,,,,
"Gherkochoo (B.)", F018,,,,,,,,,,,,,,,,,,,,
"Ghewda (Mar.)", D032,,,,,,,,,,,,,,,,,,,,
"Ghiu Simi (N.)", D049, D050,,,,,,,,,,,,,,,,,,,
"Ghole gluru (G.)", D054, D055,,,,,,,,,,,,,,,,,,,
"Gholobheda (N.)", D075, D076,,,,,,,,,,,,,,,,,,,
"Gilas (H.,Kash.)", E014,,,,,,,,,,,,,,,,,,,,
"Gingely seeds, black (Common)", H009,,,,,,,,,,,,,,,,,,,,
"Gingely seeds, brown (Common)", H010,,,,,,,,,,,,,,,,,,,,
"Gingely seeds, white (Common)", H011,,,,,,,,,,,,,,,,,,,,
"Ginger fresh (Common)", G014,,,,,,,,,,,,,,,,,,,,
"Girinimba (S.)", G010,,,,,,,,,,,,,,,,,,,,
"Glycine max (Sci.)", B024, B025,,,,,,,,,,,,,,,,,,,
"Gnathanodon speciosus (Sci.)", P059,,,,,,,,,,,,,,,,,,,,
"Go puvvu (Tel.)", C017, D036,,,,,,,,,,,,,,,,,,,
"Goat (Common)", O001,O002,O003,O004,O005,O006,O007,O008,O009,O010,O011,O012,O013,,,,,,,,
"Gobhi (U.)", C015, C016,,,,,,,,,,,,,,,,,,,
"Gobro (Common)", P015,,,,,,,,,,,,,,,,,,,,
"God (G.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Godd (Kon.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Godhambu mavu (Mal.)", A019,,,,,,,,,,,,,,,,,,,,
"Godhambu Ravu (Mal.)", A021,,,,,,,,,,,,,,,,,,,,
"Godhi (Kan.)", A020,,,,,,,,,,,,,,,,,,,,
"Godhi rave (Kan.)", A022,,,,,,,,,,,,,,,,,,,,
"Godhum (S.)", A020,,,,,,,,,,,,,,,,,,,,
"Godhuma rava (Tel.)", A022,,,,,,,,,,,,,,,,,,,,
"Godhumalu (Tel.)", A020,,,,,,,,,,,,,,,,,,,,
"Godhumbu (Mal.)", A020,,,,,,,,,,,,,,,,,,,,
"Godumai (Tam.)", A020,,,,,,,,,,,,,,,,,,,,
"Godumai ravai (Tam.)", A021, A022,,,,,,,,,,,,,,,,,,,
"Goer (Kash.)", F016,,,,,,,,,,,,,,,,,,,,
"Gogu leaves, green stem (Common)", C022,,,,,,,,,,,,,,,,,,,,
"Gogu leaves, red stem (Common)", C023,,,,,,,,,,,,,,,,,,,,
"Gojihvaa (S.)", C017, D036,,,,,,,,,,,,,,,,,,,
"Gola (P.)", H006,,,,,,,,,,,,,,,,,,,,
"Gola marcha (G.)", G007,,,,,,,,,,,,,,,,,,,,
"Gold fish (Common)", S004,,,,,,,,,,,,,,,,,,,,
"Golmarichi (B.)", G031,,,,,,,,,,,,,,,,,,,,
"Golomarcho (O.)", G031,,,,,,,,,,,,,,,,,,,,
"Golu phubi kakuri (O.)", D077, D078,,,,,,,,,,,,,,,,,,,
"Gom (B.)", A020,,,,,,,,,,,,,,,,,,,,
"Gom sewai (A.)", A024,,,,,,,,,,,,,,,,,,,,
"Gonglu (P.)", F009,F010,F011,F012,,,,,,,,,,,,,,,,,
"Gongura (Tel.)", C022, C023,,,,,,,,,,,,,,,,,,,
"Gool aal (Kash.)", D008,,,,,,,,,,,,,,,,,,,,
"GooreHannu (Kan.)", D074, D075, D076,,,,,,,,,,,,,,,,,,
"Goosberry (Common)", E021,,,,,,,,,,,,,,,,,,,,
"Gor (Kash.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Goradu (Mar.)", F018,,,,,,,,,,,,,,,,,,,,
"Gori koyi (Kan.)", D039,,,,,,,,,,,,,,,,,,,,
"Goruchikkudu (Tel.)", D039,,,,,,,,,,,,,,,,,,,,
"Gos koora (Tel.)", C015, C016,,,,,,,,,,,,,,,,,,,
"Goshtub tang (Kash.)", E007,,,,,,,,,,,,,,,,,,,,
"Gota masur mah (A.)", B014,,,,,,,,,,,,,,,,,,,,
"Gota mati mah (A.)", B004,,,,,,,,,,,,,,,,,,,,
"Gota mogu mah (A.)", B011,,,,,,,,,,,,,,,,,,,,
"Gota motor (A.)", B017,,,,,,,,,,,,,,,,,,,,
"Gota rohor (A.)", B022,,,,,,,,,,,,,,,,,,,,
"Govar (G.)", D039,,,,,,,,,,,,,,,,,,,,
"Govari (Mar.)", D039,,,,,,,,,,,,,,,,,,,,
"Gow kshiram (S.)", L002,,,,,,,,,,,,,,,,,,,,
"Grapes seeded, round, black (Common)", E022,,,,,,,,,,,,,,,,,,,,
"Grapes seeded, round, green (Common)", E023,,,,,,,,,,,,,,,,,,,,
"Grapes seeded, round, red (Common)", E024,,,,,,,,,,,,,,,,,,,,
"Grapes seedless, oval, black (Common)", E025,,,,,,,,,,,,,,,,,,,,
"Grapes seedless, round, black (Common)", E027,,,,,,,,,,,,,,,,,,,,
"Grapes seedless, round, green (Common)", E026,,,,,,,,,,,,,,,,,,,,
"Green gram, dal (Common)", B010,,,,,,,,,,,,,,,,,,,,
"Green gram, whole (Common)", B011,,,,,,,,,,,,,,,,,,,,
"Grewia asiatica (Sci.)", E052,,,,,,,,,,,,,,,,,,,,
"Ground nut (Common)", H012,,,,,,,,,,,,,,,,,,,,
"Grunjanam (S.)", F002, F003,,,,,,,,,,,,,,,,,,,
"Gua (O.)", H002, H003, H004,,,,,,,,,,,,,,,,,,
"Guanra chhuin (O.)", D039,,,,,,,,,,,,,,,,,,,,
"Guarae -di-faliya (P.)", D039,,,,,,,,,,,,,,,,,,,,
"Guava, white flesh (Common)", E028,,,,,,,,,,,,,,,,,,,,
"Gud (H.,P.,U.,O.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Guinea fowl (Common)", N013,,,,,,,,,,,,,,,,,,,,
"Guitar fish (Common)", P016,,,,,,,,,,,,,,,,,,,,
"Guizotia abyssinica (Sci.)", H015, H016,,,,,,,,,,,,,,,,,,,
"Gul (Mar.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Gummad kaya (Tel.)", D065,,,,,,,,,,,,,,,,,,,,
"Gummadi (Tel.)", D066,,,,,,,,,,,,,,,,,,,,
"Gummadi akulu (Tel.)", C030,,,,,,,,,,,,,,,,,,,,
"Gundhun (B.)", G018,,,,,,,,,,,,,,,,,,,,
"Gur (A.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Gurdudde (Kon.)", D068, D069,,,,,,,,,,,,,,,,,,,
"Gurellu (Kan.)", H015, H016,,,,,,,,,,,,,,,,,,,
"Gurh (B.)", I001 ,,,,,,,,,,,,,,,,,,,,
"Gyathkopi (N.)", D053,,,,,,,,,,,,,,,,,,,,
"Hare (Common)", O058, O059, O060,,,,,,,,,,,,,,,,,,
"Harpadon nehereus (Sci.)", P007,,,,,,,,,,,,,,,,,,,,
"Hilsa (Common)", P017,,,,,,,,,,,,,,,,,,,,
"Hypophthalmichthys molitrix (Sci.)", P078,,,,,,,,,,,,,,,,,,,,
"Istiophorus platypterus (Sci.)", P041,,,,,,,,,,,,,,,,,,,,
"Jallal (Common)", P018,,,,,,,,,,,,,,,,,,,,
"Jathi vela meen (Common)", P019,,,,,,,,,,,,,,,,,,,,
"Ka shriew (Kh.)", F004,,,,,,,,,,,,,,,,,,,,
"Ka wang jyrngam (Kh.)", D041,,,,,,,,,,,,,,,,,,,,
"Kaagati (N.)", E033,,,,,,,,,,,,,,,,,,,,
"Kaalaan (Tam.)", J001,J002,J003,J004,,,,,,,,,,,,,,,,,
"Kaali Mirch (U.)", G031,,,,,,,,,,,,,,,,,,,,
"Kaarabellam (S.)", D007, J008, J009,,,,,,,,,,,,,,,,,,
"Kaashiral (Kash.)", D077,,,,,,,,,,,,,,,,,,,,
"Kaashiral (Kash.)", D078,,,,,,,,,,,,,,,,,,,,
"KabbinaHalu (Kan.)", I002 ,,,,,,,,,,,,,,,,,,,,
"Kabok Mur (M.)", A012,,,,,,,,,,,,,,,,,,,,
"Kabuli Chana (N.)", B002,,,,,,,,,,,,,,,,,,,,
"Kaccha aam (P.,U.)", D057,,,,,,,,,,,,,,,,,,,,
"Kaccha kela (U.)", D063,,,,,,,,,,,,,,,,,,,,
"Kaccha tamatar (U.)", D074,,,,,,,,,,,,,,,,,,,,
"Kaccha tamator (P.)", D074,,,,,,,,,,,,,,,,,,,,
"Kach Aamb (Kash.)", D057,,,,,,,,,,,,,,,,,,,,
"Kacha Tomato (B.)", D074,,,,,,,,,,,,,,,,,,,,
"Kada tal (G.)", H009, H015,,,,,,,,,,,,,,,,,,,
"Kadal bral (Common)", P020,,,,,,,,,,,,,,,,,,,,
"Kadala (Mal.)", B002,,,,,,,,,,,,,,,,,,,,
"Kadala parippu (Mal.)", B001,,,,,,,,,,,,,,,,,,,,
"Kadalaiparuppu (Tam.)", B001,,,,,,,,,,,,,,,,,,,,
"Kadale (Kan.)", B002,,,,,,,,,,,,,,,,,,,,
"Kadale bele (Kan.)", B001,,,,,,,,,,,,,,,,,,,,
"Kadale kayi (Kan.)", H012,,,,,,,,,,,,,,,,,,,,
"Kadale soppu (Kan.)", C010, C011,,,,,,,,,,,,,,,,,,,
"Kadali (Common)", P021,,,,,,,,,,,,,,,,,,,,
"Kadali bhanda (O.)", D062,,,,,,,,,,,,,,,,,,,,
"Kadali manja (O.)", D064,,,,,,,,,,,,,,,,,,,,
"Kadalii (S.)", E009,E010,E011,E012,,,,,,,,,,,,,,,,,
"Kaddu (H.,P.,U.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Kaddu ka patta (U.)", C030,,,,,,,,,,,,,,,,,,,,
"Kadhi patta (P.)", G010,,,,,,,,,,,,,,,,,,,,
"Kadi draksh (G.)", E015,,,,,,,,,,,,,,,,,,,,
"Kadi draksha (G.)", E022, E027, E057,,,,,,,,,,,,,,,,,,
"Kadi ka patta (U.)", G010,,,,,,,,,,,,,,,,,,,,
"Kadi umdo (G.)", G010,,,,,,,,,,,,,,,,,,,,
"Kadu (P.)", D007,D009,,,,,,,,,,,,,,,,,,,
"Kaḍugeṃpu (Kan.)", E014,,,,,,,,,,,,,,,,,,,,
"Kadugu ila (Mal.)", C026,,,,,,,,,,,,,,,,,,,,
"Kadugu (Mal.,Tam.)", H013,,,,,,,,,,,,,,,,,,,,
"Kadugu ilai (Tam.)", C026,,,,,,,,,,,,,,,,,,,,
"KagajiLimbu (O.)", E033,,,,,,,,,,,,,,,,,,,,
"Kagji Badam (N.)", H001,,,,,,,,,,,,,,,,,,,,
"Kaha (Kash.)", B003, B004,,,,,,,,,,,,,,,,,,,
"Kaippakka (Mal.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Kait im (Kh.)", D063,,,,,,,,,,,,,,,,,,,,
"Kait jaji (Kh.)", E012,,,,,,,,,,,,,,,,,,,,
"Kait mon ja (Kh.)", E010,,,,,,,,,,,,,,,,,,,,
"Kait saw (Kh.)", E011,,,,,,,,,,,,,,,,,,,,
"Kait syiem (Kh.)", E009,,,,,,,,,,,,,,,,,,,,
"Kaith (H.)", E067,,,,,,,,,,,,,,,,,,,,
"Kaitha (O.)", E067,,,,,,,,,,,,,,,,,,,,
"Kajor (Kh.)", F003,,,,,,,,,,,,,,,,,,,,
"Kaju (G.)", H005,,,,,,,,,,,,,,,,,,,,
"Kaju (H.)", H005,,,,,,,,,,,,,,,,,,,,
"Kaju badam (A.)", H005,,,,,,,,,,,,,,,,,,,,
"Kakadi (H.,Mar.)", D043, D044,D045,,,,,,,,,,,,,,,,,,
"Kakarakaya (Tel.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Kakdi (G.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Kakharu (O.)", D065, D066,,,,,,,,,,,,,,,,,,,
"Kakharu Saga (O.)", C021,,,,,,,,,,,,,,,,,,,,
"Kakro (N.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Kakudi (O.)", D043, D044, D045,,,,,,,,,,,,,,,,,,
"Kala Jamun (H.)", E013,,,,,,,,,,,,,,,,,,,,
"Kala kishmish (U.)", E015,,,,,,,,,,,,,,,,,,,,
"Kala pravaha (Mar.)", E015,,,,,,,,,,,,,,,,,,,,
"Kala til (H.)", H015, H016,,,,,,,,,,,,,,,,,,,
"Kalaikose (Tam.)", C012,,,,,,,,,,,,,,,,,,,,
"Kalakkay Parungala (Tam.)", E032,,,,,,,,,,,,,,,,,,,,
"Kalakose (Mal.)", C012,,,,,,,,,,,,,,,,,,,,
"Kalamaara (Common)", P022,,,,,,,,,,,,,,,,,,,,
"Kalara (O.)", D004, D005, D006,,,,,,,,,,,,,,,,,,
"Kalava (Common)", P023,,,,,,,,,,,,,,,,,,,,
"Kale rajmah (P.)", B018,,,,,,,,,,,,,,,,,,,,
"Kali tori (P.)", D068,,,,,,,,,,,,,,,,,,,,
"Kali tori (P.)", D069,,,,,,,,,,,,,,,,,,,,
"Kalimirchi (H.,P.)", G031,,,,,,,,,,,,,,,,,,,,
"Kalingad (Mar.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Kalive (Tel.)", E032,,,,,,,,,,,,,,,,,,,,
"Kalkipan (Mar.)", D002,,,,,,,,,,,,,,,,,,,,
"Kallangadi (Kan.)", E065, E066,,,,,,,,,,,,,,,,,,,
"Kalle Puri (Kan.)", A012,,,,,,,,,,,,,,,,,,,,
"Kallu (Tam., Tel., Mal.)", K001,,,,,,,,,,,,,,,,,,,,
"Kalojam (B.)", E013,,,,,,,,,,,,,,,,,,,,
"Kalung siej (Kh.)", D002,,,,,,,,,,,,,,,,,,,,
"Kamad kakdi (G.)", F005,,,,,,,,,,,,,,,,,,,,
"Kamal zahr (P.)", F005,,,,,,,,,,,,,,,,,,,,
"Kamala (O.)", E047,,,,,,,,,,,,,,,,,,,,
"Kamala padu (Tel.)", E047,,,,,,,,,,,,,,,,,,,,
"KamalaLebu (B.)", E047,,,,,,,,,,,,,,,,,,,,
"Kamalgatta (H.)", F005,,,,,,,,,,,,,,,,,,,,
"Kamalkaakdi (Mar.)", F005,,,,,,,,,,,,,,,,,,,,
"Kamaraka Kapazakshi Hannu (Kan.)", E062,,,,,,,,,,,,,,,,,,,,
"Kambam (Mal.)", A003,,,,,,,,,,,,,,,,,,,,
"Kambu (Tam.)", A003,,,,,,,,,,,,,,,,,,,,
"Kamphoi (M.)", E049,,,,,,,,,,,,,,,,,,,,
"Kamphoi (M.)", E055,,,,,,,,,,,,,,,,,,,,
"Kamrakh (U.)", E062,,,,,,,,,,,,,,,,,,,,
"Kanaka (P.)", A020,,,,,,,,,,,,,,,,,,,,
"Kanamayya (Common)", P024,,,,,,,,,,,,,,,,,,,,
"KanchaLanka (O.)", G001,G002,G003,G004,G005,G006,G007,,,,,,,,,,,,,,
"Kanda (Mar.)", G017, G018,,,,,,,,,,,,,,,,,,,
"Kandamula (O.)", F013, F014,,,,,,,,,,,,,,,,,,,
"Kandan lippili (Kan.)", G030,,,,,,,,,,,,,,,,,,,,
"Kandha dumpa (Tel.)", F017,,,,,,,,,,,,,,,,,,,,
"Kandi pappu (Tel.)", B021,,,,,,,,,,,,,,,,,,,,
"Kando (G.)", G017,,,,,,,,,,,,,,,,,,,,
"Kandulu (Tel.)", B022,,,,,,,,,,,,,,,,,,,,
"Kaneek (Mar.)", A019,,,,,,,,,,,,,,,,,,,,
"Kangni (P.)", A017,,,,,,,,,,,,,,,,,,,,
"Kannadi paarai (Common)", P025,,,,,,,,,,,,,,,,,,,,
"Kanta neutia sag (O.)", C006,,,,,,,,,,,,,,,,,,,,
"Kanta notay shak (O.)", C005,,,,,,,,,,,,,,,,,,,,
"Kanta vado tandaljo (G.)", C005, C006,,,,,,,,,,,,,,,,,,,
"Kanta -notya (B.)", C005,,,,,,,,,,,,,,,,,,,,
"Kanta -notya shaak (B.)", C006,,,,,,,,,,,,,,,,,,,,
"Kantemanth (Mar.)", C005, C006,,,,,,,,,,,,,,,,,,,
"Kantewali chaulai (P.)", C005, C006,,,,,,,,,,,,,,,,,,,
